work_order_number,sales_order_number,sales_order_line,work_unit_name,work_unit_description,unit_type,work_unit_qty,item_rate,total_rate
WO-35000058,SO-900058,SOL-1500261,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000058,SO-900058,SOL-1500262,ACA02A-ESE22,Buried cable design footage,Foot,1016,0.27,274.32
WO-35000058,SO-900058,SOL-1500263,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000059,SO-900059,SOL-1500264,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000059,SO-900059,SOL-1500265,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000059,SO-900059,SOL-1500266,ACA02A-ESE22,Buried cable design footage,Foot,1250,0.27,337.5
WO-35000059,SO-900059,SOL-1500267,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000060,SO-900060,SOL-1500268,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000060,SO-900060,SOL-1500269,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000060,SO-900060,SOL-1500270,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000061,SO-900061,SOL-1500271,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000061,SO-900061,SOL-1500272,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000061,SO-900061,SOL-1500273,ACA00A-ESE22,Aerial cable design footage,Foot,484,0.36,174.24
WO-35000061,SO-900061,SOL-1500274,POL00A-ESE22,Pole loading analysis,Pole,3,22.5,67.5
WO-35000062,SO-900062,SOL-1500275,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000062,SO-900062,SOL-1500276,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000062,SO-900062,SOL-1500277,ACA02A-ESE22,Buried cable design footage,Foot,931,0.27,251.37
WO-35000062,SO-900062,SOL-1500278,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000063,SO-900063,SOL-1500279,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000063,SO-900063,SOL-1500280,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000063,SO-900063,SOL-1500281,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000064,SO-900064,SOL-1500282,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000064,SO-990064,SOL-1500283,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000064,SO-990064,SOL-1500284,ACA00A-ESE22,Aerial cable design footage,Foot,380,0.36,136.8
WO-35000064,SO-990064,SOL-1500285,ACA02A-ESE22,Buried cable design footage,Foot,1017,0.27,274.59
WO-35000064,SO-990064,SOL-1500286,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000065,SO-900065,SOL-1500287,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000065,SO-900065,SOL-1500288,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000065,SO-900065,SOL-1500289,ACA02A-ESE22,Buried cable design footage,Foot,875,0.27,236.25
WO-35000065,SO-900065,SOL-1500290,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000065,SO-900065,SOL-1500291,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000066,SO-900066,SOL-1500292,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000066,SO-900066,SOL-1500293,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000066,SO-900066,SOL-1500294,ACA00A-ESE22,Aerial cable design footage,Foot,1492,0.36,537.12
WO-35000066,SO-900066,SOL-1500295,POL00A-ESE22,Pole loading analysis,Pole,1,22.5,22.5
WO-35000067,SO-900067,SOL-1500296,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000067,SO-900067,SOL-1500297,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000067,SO-900067,SOL-1500298,ACA02A-ESE22,Buried cable design footage,Foot,682,0.27,184.14
WO-35000067,SO-900067,SOL-1500299,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000068,SO-900068,SOL-1500300,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000068,SO-900068,SOL-1500301,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000068,SO-900068,SOL-1500302,ACA02A-ESE22,Buried cable design footage,Foot,523,0.27,141.21
WO-35000069,SO-900069,SOL-1500303,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000069,SO-900069,SOL-1500304,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000069,SO-900069,SOL-1500305,ACA00A-ESE22,Aerial cable design footage,Foot,976,0.36,351.36
WO-35000070,SO-900070,SOL-1500306,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000070,SO-900070,SOL-1500307,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000070,SO-900070,SOL-1500308,ACA02A-ESE22,Buried cable design footage,Foot,1198,0.27,323.46
WO-35000070,SO-900070,SOL-1500309,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000071,SO-900071,SOL-1500310,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000071,SO-900071,SOL-1500311,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000071,SO-900071,SOL-1500312,ACA00A-ESE22,Aerial cable design footage,Foot,315,0.36,113.4
WO-35000071,SO-900071,SOL-1500313,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000072,SO-900072,SOL-1500314,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000072,SO-900072,SOL-1500315,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000072,SO-900072,SOL-1500316,ACA02A-ESE22,Buried cable design footage,Foot,895,0.27,241.65
WO-35000072,SO-900072,SOL-1500317,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000073,SO-900073,SOL-1500318,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000073,SO-900073,SOL-1500319,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000073,SO-900073,SOL-1500320,ACA02A-ESE22,Buried cable design footage,Foot,1225,0.27,330.75
WO-35000074,SO-900074,SOL-1500321,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000074,SO-900074,SOL-1500322,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000074,SO-900074,SOL-1500323,ACA00A-ESE22,Aerial cable design footage,Foot,875,0.36,315.0
WO-35000074,SO-900074,SOL-1500324,ACA02A-ESE22,Buried cable design footage,Foot,758,0.27,204.66
WO-35000074,SO-900074,SOL-1500325,POL00A-ESE22,Pole loading analysis,Pole,5,22.5,112.5
WO-35000075,SO-900075,SOL-1500326,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000075,SO-990075,SOL-1500327,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000075,SO-990075,SOL-1500328,ACA00A-ESE22,Aerial cable design footage,Foot,1187,0.36,427.32
WO-35000075,SO-990075,SOL-1500329,ACA02A-ESE22,Buried cable design footage,Foot,299,0.27,80.73
WO-35000075,SO-990075,SOL-1500330,POL00A-ESE22,Pole loading analysis,Pole,2,22.5,45.0
WO-35000075,SO-990075,SOL-1500331,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000076,SO-900076,SOL-1500332,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000076,SO-990076,SOL-1500333,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000076,SO-990076,SOL-1500334,ACA00A-ESE22,Aerial cable design footage,Foot,613,0.36,220.68
WO-35000076,SO-990076,SOL-1500335,ACA02A-ESE22,Buried cable design footage,Foot,255,0.27,68.85
WO-35000076,SO-990076,SOL-1500336,POL00A-ESE22,Pole loading analysis,Pole,13,22.5,292.5
WO-35000076,SO-990076,SOL-1500337,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000077,SO-900077,SOL-1500338,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000077,SO-900077,SOL-1500339,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000077,SO-900077,SOL-1500340,ACA00A-ESE22,Aerial cable design footage,Foot,1215,0.36,437.4
WO-35000077,SO-900077,SOL-1500341,ACA02A-ESE22,Buried cable design footage,Foot,1032,0.27,278.64
WO-35000077,SO-900077,SOL-1500342,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000078,SO-900078,SOL-1500343,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000078,SO-900078,SOL-1500344,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000078,SO-900078,SOL-1500345,ACA00A-ESE22,Aerial cable design footage,Foot,1347,0.36,484.92
WO-35000078,SO-900078,SOL-1500346,POL00A-ESE22,Pole loading analysis,Pole,16,22.5,360.0
WO-35000079,SO-900079,SOL-1500347,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000079,SO-900079,SOL-1500348,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000079,SO-900079,SOL-1500349,ACA00A-ESE22,Aerial cable design footage,Foot,1189,0.36,428.04
WO-35000079,SO-900079,SOL-1500350,ACA02A-ESE22,Buried cable design footage,Foot,1384,0.27,373.68
WO-35000079,SO-900079,SOL-1500351,POL00A-ESE22,Pole loading analysis,Pole,11,22.5,247.5
WO-35000079,SO-900079,SOL-1500352,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000079,SO-900079,SOL-1500353,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000080,SO-900080,SOL-1500354,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000080,SO-900080,SOL-1500355,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000080,SO-900080,SOL-1500356,ACA02A-ESE22,Buried cable design footage,Foot,634,0.27,171.18
WO-35000081,SO-900081,SOL-1500357,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000081,SO-900081,SOL-1500358,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000081,SO-900081,SOL-1500359,ACA00A-ESE22,Aerial cable design footage,Foot,338,0.36,121.68
WO-35000081,SO-900081,SOL-1500360,ACA02A-ESE22,Buried cable design footage,Foot,185,0.27,49.95
WO-35000081,SO-900081,SOL-1500361,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000081,SO-900081,SOL-1500362,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000082,SO-900082,SOL-1500363,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000082,SO-900082,SOL-1500364,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000082,SO-900082,SOL-1500365,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000082,SO-900082,SOL-1500366,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000083,SO-900083,SOL-1500367,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000083,SO-900083,SOL-1500368,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000083,SO-900083,SOL-1500369,ACA00A-ESE22,Aerial cable design footage,Foot,248,0.36,89.28
WO-35000083,SO-900083,SOL-1500370,POL00A-ESE22,Pole loading analysis,Pole,7,22.5,157.5
WO-35000083,SO-900083,SOL-1500371,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000084,SO-900084,SOL-1500372,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000084,SO-900084,SOL-1500373,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000084,SO-900084,SOL-1500374,ACA00A-ESE22,Aerial cable design footage,Foot,738,0.36,265.68
WO-35000084,SO-900084,SOL-1500375,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000085,SO-900085,SOL-1500376,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000085,SO-900085,SOL-1500377,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000085,SO-900085,SOL-1500378,ACA00A-ESE22,Aerial cable design footage,Foot,1226,0.36,441.36
WO-35000085,SO-900085,SOL-1500379,ACA02A-ESE22,Buried cable design footage,Foot,933,0.27,251.91
WO-35000085,SO-900085,SOL-1500380,POL00A-ESE22,Pole loading analysis,Pole,13,22.5,292.5
WO-35000085,SO-900085,SOL-1500381,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000086,SO-900086,SOL-1500382,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000086,SO-900086,SOL-1500383,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000086,SO-900086,SOL-1500384,ACA00A-ESE22,Aerial cable design footage,Foot,1306,0.36,470.16
WO-35000086,SO-900086,SOL-1500385,ACA02A-ESE22,Buried cable design footage,Foot,657,0.27,177.39
WO-35000086,SO-900086,SOL-1500386,POL00A-ESE22,Pole loading analysis,Pole,14,22.5,315.0
WO-35000086,SO-900086,SOL-1500387,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000087,SO-900087,SOL-1500388,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000087,SO-900087,SOL-1500389,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000087,SO-900087,SOL-1500390,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000088,SO-900088,SOL-1500391,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000088,SO-900088,SOL-1500392,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000088,SO-900088,SOL-1500393,ACA00A-ESE22,Aerial cable design footage,Foot,1069,0.36,384.84
WO-35000088,SO-900088,SOL-1500394,ACA02A-ESE22,Buried cable design footage,Foot,432,0.27,116.64
WO-35000088,SO-900088,SOL-1500395,POL00A-ESE22,Pole loading analysis,Pole,17,22.5,382.5
WO-35000089,SO-900089,SOL-1500396,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000089,SO-900089,SOL-1500397,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000089,SO-900089,SOL-1500398,ACA00A-ESE22,Aerial cable design footage,Foot,1597,0.36,574.92
WO-35000089,SO-900089,SOL-1500399,POL00A-ESE22,Pole loading analysis,Pole,3,22.5,67.5
WO-35000089,SO-900089,SOL-1500400,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000090,SO-900090,SOL-1500401,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000090,SO-900090,SOL-1500402,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000090,SO-900090,SOL-1500403,ACA00A-ESE22,Aerial cable design footage,Foot,933,0.36,335.88
WO-35000090,SO-900090,SOL-1500404,ACA02A-ESE22,Buried cable design footage,Foot,1052,0.27,284.04
WO-35000090,SO-900090,SOL-1500405,POL00A-ESE22,Pole loading analysis,Pole,18,22.5,405.0
WO-35000091,SO-900091,SOL-1500406,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000091,SO-900091,SOL-1500407,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000091,SO-900091,SOL-1500408,ACA02A-ESE22,Buried cable design footage,Foot,456,0.27,123.12
WO-35000091,SO-900091,SOL-1500409,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000092,SO-900092,SOL-1500410,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000092,SO-990092,SOL-1500411,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000092,SO-990092,SOL-1500412,ACA02A-ESE22,Buried cable design footage,Foot,492,0.27,132.84
WO-35000092,SO-990092,SOL-1500413,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000093,SO-900093,SOL-1500414,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000093,SO-900093,SOL-1500415,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000093,SO-900093,SOL-1500416,ACA00A-ESE22,Aerial cable design footage,Foot,744,0.36,267.84
WO-35000093,SO-900093,SOL-1500417,POL00A-ESE22,Pole loading analysis,Pole,9,22.5,202.5
WO-35000094,SO-900094,SOL-1500418,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000094,SO-900094,SOL-1500419,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000094,SO-900094,SOL-1500420,ACA00A-ESE22,Aerial cable design footage,Foot,1169,0.36,420.84
WO-35000094,SO-900094,SOL-1500421,POL00A-ESE22,Pole loading analysis,Pole,12,22.5,270.0
WO-35000095,SO-900095,SOL-1500422,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000095,SO-990095,SOL-1500423,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000095,SO-990095,SOL-1500424,ACA00A-ESE22,Aerial cable design footage,Foot,792,0.36,285.12
WO-35000095,SO-990095,SOL-1500425,ACA02A-ESE22,Buried cable design footage,Foot,653,0.27,176.31
WO-35000095,SO-990095,SOL-1500426,POL00A-ESE22,Pole loading analysis,Pole,12,22.5,270.0
WO-35000095,SO-990095,SOL-1500427,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000096,SO-900096,SOL-1500428,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000096,SO-900096,SOL-1500429,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000096,SO-900096,SOL-1500430,ACA00A-ESE22,Aerial cable design footage,Foot,819,0.36,294.84
WO-35000096,SO-900096,SOL-1500431,POL00A-ESE22,Pole loading analysis,Pole,10,22.5,225.0
WO-35000096,SO-900096,SOL-1500432,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000097,SO-900097,SOL-1500433,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000097,SO-900097,SOL-1500434,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000097,SO-900097,SOL-1500435,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000098,SO-900098,SOL-1500436,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000098,SO-900098,SOL-1500437,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000098,SO-900098,SOL-1500438,ACA02A-ESE22,Buried cable design footage,Foot,1040,0.27,280.8
WO-35000098,SO-900098,SOL-1500439,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000098,SO-900098,SOL-1500440,FQC00A-ESE22,Field quality control,Each,2,65.0,130.0
WO-35000099,SO-900099,SOL-1500441,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000099,SO-990099,SOL-1500442,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000099,SO-990099,SOL-1500443,ACA02A-ESE22,Buried cable design footage,Foot,705,0.27,190.35
WO-35000099,SO-990099,SOL-1500444,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000100,SO-900100,SOL-1500445,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000100,SO-900100,SOL-1500446,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000100,SO-900100,SOL-1500447,ACA00A-ESE22,Aerial cable design footage,Foot,1596,0.36,574.56
WO-35000100,SO-900100,SOL-1500448,POL00A-ESE22,Pole loading analysis,Pole,18,22.5,405.0
WO-35000101,SO-900101,SOL-1500449,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000101,SO-900101,SOL-1500450,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000101,SO-900101,SOL-1500451,ACA00A-ESE22,Aerial cable design footage,Foot,1584,0.36,570.24
WO-35000101,SO-900101,SOL-1500452,POL00A-ESE22,Pole loading analysis,Pole,5,22.5,112.5
WO-35000101,SO-900101,SOL-1500453,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000102,SO-900102,SOL-1500454,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000102,SO-900102,SOL-1500455,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000102,SO-900102,SOL-1500456,ACA00A-ESE22,Aerial cable design footage,Foot,1256,0.36,452.16
WO-35000103,SO-900103,SOL-1500457,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000103,SO-900103,SOL-1500458,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000103,SO-900103,SOL-1500459,ACA00A-ESE22,Aerial cable design footage,Foot,714,0.36,257.04
WO-35000103,SO-900103,SOL-1500460,ACA02A-ESE22,Buried cable design footage,Foot,1185,0.27,319.95
WO-35000103,SO-900103,SOL-1500461,POL00A-ESE22,Pole loading analysis,Pole,17,22.5,382.5
WO-35000103,SO-900103,SOL-1500462,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000104,SO-900104,SOL-1500463,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000104,SO-900104,SOL-1500464,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000104,SO-900104,SOL-1500465,ACA00A-ESE22,Aerial cable design footage,Foot,1297,0.36,466.92
WO-35000104,SO-900104,SOL-1500466,ACA02A-ESE22,Buried cable design footage,Foot,938,0.27,253.26
WO-35000104,SO-900104,SOL-1500467,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000105,SO-900105,SOL-1500468,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000105,SO-900105,SOL-1500469,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000105,SO-900105,SOL-1500470,ACA02A-ESE22,Buried cable design footage,Foot,1331,0.27,359.37
WO-35000106,SO-900106,SOL-1500471,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000106,SO-900106,SOL-1500472,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000106,SO-900106,SOL-1500473,ACA00A-ESE22,Aerial cable design footage,Foot,1134,0.36,408.24
WO-35000106,SO-900106,SOL-1500474,ACA02A-ESE22,Buried cable design footage,Foot,1195,0.27,322.65
WO-35000106,SO-900106,SOL-1500475,POL00A-ESE22,Pole loading analysis,Pole,15,22.5,337.5
WO-35000106,SO-900106,SOL-1500476,PRM00A-ESE22,Permit package,Each,2,145.0,290.0
WO-35000106,SO-900106,SOL-1500477,FQC00A-ESE22,Field quality control,Each,1,65.0,65.0
WO-35000107,SO-900107,SOL-1500478,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000107,SO-990107,SOL-1500479,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000107,SO-990107,SOL-1500480,ACA02A-ESE22,Buried cable design footage,Foot,665,0.27,179.55
WO-35000108,SO-900108,SOL-1500481,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000108,SO-900108,SOL-1500482,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000108,SO-900108,SOL-1500483,ACA00A-ESE22,Aerial cable design footage,Foot,636,0.36,228.96
WO-35000108,SO-900108,SOL-1500484,ACA02A-ESE22,Buried cable design footage,Foot,1300,0.27,351.0
WO-35000108,SO-900108,SOL-1500485,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000109,SO-900109,SOL-1500486,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000109,SO-900109,SOL-1500487,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000109,SO-900109,SOL-1500488,ACA02A-ESE22,Buried cable design footage,Foot,1318,0.27,355.86
WO-35000109,SO-900109,SOL-1500489,PRM00A-ESE22,Permit package,Each,1,145.0,145.0
WO-35000110,SO-900110,SOL-1500490,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000110,SO-900110,SOL-1500491,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000110,SO-900110,SOL-1500492,ACA00A-ESE22,Aerial cable design footage,Foot,153,0.36,55.08
WO-35000110,SO-900110,SOL-1500493,POL00A-ESE22,Pole loading analysis,Pole,13,22.5,292.5
WO-35000111,SO-900111,SOL-1500494,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000111,SO-900111,SOL-1500495,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000112,SO-900112,SOL-1500496,ESU00A-ESE22,Engineering setup,Each,1,306.72,306.72
WO-35000112,SO-900112,SOL-1500497,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
WO-35000112,SO-900112,SOL-1500498,PRM00A-ESE22,Permit package,Each,3,145.0,435.0
WO-35000113,SO-900113,SOL-1500499,ESU00A-ESE22,Engineering setup,Each,2,306.72,613.44
WO-35000113,SO-900113,SOL-1500500,ICP00A-ESE22,Intake and close package,Each,1,359.1,359.1
